Hallucination Score,METEOR_Score,BERTScore_F1
2/3,0.8296651994130990,0.9569962024688720
0,0.660740740740741,0.9165293574333190
0,0.7300135501355010,0.9413565397262570
1,0.9421702404158550,0.9414210915565490
1,0.9708049886621320,0.9495642781257630
1,0.9746570121951220,0.9569472074508670
1,0.7599577456036790,0.8916863203048710
1,0.4323630136986300,0.8953484296798710
1,0.7566778900112230,0.9514849781990050
0,0.43478260869565200,0.9275636076927190
1,0.42069459362692400,0.9214434027671810
1,0.8815192743764170,0.9362179636955260
0,0.17799043062201000,0.8650938868522640
0,0.8916213129073440,0.9543590545654300
0,0.6992669753086420,0.8835151791572570
1,0.9655017921146950,0.956076443195343
2/3,0.9137614678899080,0.949483335018158
1,0.9746570121951220,0.9609494209289550
2/3,0.4128381776525340,0.9028817415237430
0,0.642248062015504,0.9345359206199650
1,0.9421702404158550,0.9347524642944340
1,0.9708049886621320,0.9524345993995670
0,0.07874015748031500,0.8073546886444090
1,0.9746570121951220,0.9617345333099370
1,0.7412968524079640,0.9274131655693050
1,0.8179012345679010,0.9338528513908390
2/3,0.2975816993464050,0.9064146280288700
2/3,0.9139118457300280,0.9404338598251340
1/3,0.40225366876310300,0.9001649022102360
1,0.9421702404158550,0.9413789510726930
1,0.9708049886621320,0.9511894583702090
1,0.8918539325842700,0.8862046599388120
1,0.8780549256739740,0.9242535829544070
1,0.8179012345679010,0.9400274753570560
1,0.42380838009563500,0.9032091498374940
1,0.6893988941078540,0.9354764819145200
1,0.828623670212766,0.9330514669418340
1,0.9708049886621320,0.9488121271133420
1,0.908203125,0.9079100489616390
2/3,0.8103975535168200,0.9328017830848690
1,0.977589908749329,0.9561243057250980
2/3,0.8012845215157350,0.9432138204574590
2/3,0.9057829759584150,0.9142078757286070
2/3,0.24572649572649600,0.8892215490341190
1,0.21052631578947400,0.8853979706764220
1,0.9708049886621320,0.9424965977668760
2/3,0.4326923076923080,0.8846874237060550
1,0.9746570121951220,0.9652019143104550
0,0.49442457395329300,0.913172721862793
1,0.9817739079102720,0.9597511887550350
1/3,0.526771653543307,0.9294827580451970
0,0.5021482277121370,0.9025789499282840
2/3,0.8576944291230010,0.9328656196594240
1,0.9421702404158550,0.9359312057495120
1,0.0,0.864409863948822
1,0.908203125,0.9059355854988100
0,0.0,0.841462254524231
1,0.9746570121951220,0.9400060772895810
2/3,0.5146153846153850,0.9003645181655880
2/3,0.9833219489981790,0.9729402661323550
0,0.5111111111111110,0.9188405871391300
1,0.6411049268192130,0.910675048828125
1,0.9746570121951220,0.9557792544364930
1,0.9746570121951220,0.9624038338661190
0,0.7889801297648010,0.9422820210456850
1,0.40990259740259700,0.9183306694030760
1,0.9307692307692310,0.9563281536102300
1,0.5938848740339260,0.9301567077636720
2/3,0.5314622371328040,0.8993640542030330
1,0.9536471433704640,0.9389363527297970
1,0.9708049886621320,0.9507544040679930
1,0.9746570121951220,0.9615355730056760
2/3,0.5476190476190480,0.9124239683151250
1,0.9746570121951220,0.9494239091873170
1,0.5769675925925930,0.9080250859260560
0,0.6165605095541400,0.9009162187576290
0,0.09900990099009900,0.8819212913513180
1,0.8722527472527470,0.9443522691726690
1,0.6944444444444450,0.9449815154075620
1,0.8101794934841410,0.9161152243614200
0,0.39316239316239300,0.8620222806930540
1,0.48947368421052600,0.9154475927352910
2/3,0.7331858407079650,0.9381913542747500
0,0.23232323232323200,0.877568781375885
1,0.8000000000000000,0.9373725652694700
1,0.12820512820512800,0.8757158517837520
1,0.8629377676996720,0.9504790902137760
0,0.6642857142857140,0.9433901309967040
2/3,0.5470483990296110,0.9401546120643620
2/3,0.9338235294117650,0.9380134344100950
1,0.9746570121951220,0.9597454071044920
0,0.12335526315789500,0.869317352771759
1,0.9746570121951220,0.9473427534103390
0,0.8892857142857140,0.9563286900520330
2/3,0.6681451612903230,0.9114636778831480
1,0.9536471433704640,0.9400383234024050
1,0.783572688334593,0.9359105825424190
1,0.9746570121951220,0.9602148532867430
1/3,0.5174180327868850,0.8968510031700130
1,0.8629377676996720,0.941663920879364
2/3,0.9817739079102720,0.9705641865730290
1,0.9338235294117650,0.9431129693984990
1,0.8101794934841410,0.9185734391212460
2/3,0.9846243500089650,0.9759195446968080
0,0.6851941878679850,0.8740654587745670
1/3,0.5260416666666670,0.8990492224693300
