Hallucination Score,METEOR_Score,BERTScore_F1
1,0.9990234375,1.0
1,0.9679878048780490,0.9784821271896360
1/3,0.10152284263959400,0.8384914398193360
2/3,0.7944915254237290,0.9286691546440130
0,0.20100502512562800,0.8430898189544680
1/3,0.2208835341365460,0.8568556308746340
2/3,0.154320987654321,0.8558221459388730
2/3,0.5043859649122810,0.8898276090621950
1,0.9563253012048190,0.9699379801750180
1,0.9985422740524780,1.0000001192092900
1,0.9990234375,1.0
2/3,0.7689655172413790,0.9425678849220280
1,0.5021482277121370,0.8847400546073910
2/3,0.524367088607595,0.8882277607917790
2/3,0.0900900900900901,0.8562725782394410
1,0.9993141289437590,1.0
1,0.9705258538725960,0.9790246486663820
0,0.2591610790581630,0.868995189666748
1,0.8844308184484140,0.9245452880859380
1,0.9993141289437590,1.0000001192092900
2/3,0.47423070790816300,0.9070952534675600
0,0.42033898305084700,0.8923537731170650
0,0.06711409395973160,0.8357511758804320
1,0.8152173913043480,0.9572977423667910
1,0.9985422740524780,1.0
1,0.9990234375,1.0
1,0.6355329188824810,0.9096881151199340
1,0.7812500000000000,0.914944589138031
1,0.3516211524024030,0.8665934801101690
0,0.3597122302158270,0.9126396775245670
1,0.9705258538725960,0.9761689901351930
1,0.9985422740524780,1.0000001192092900
0,0.12,0.8604859709739690
0,0.2837873931623930,0.8754974603652950
0,0.39555839364268500,0.8760862350463870
1,0.4189435336976320,0.8911155462265020
2/3,0.6962184873949580,0.9323759078979490
1,0.9990234375,1.0000001192092900
2/3,0.24678111587982800,0.8604734539985660
0,0.635687925567857,0.892052948474884
1,0.9624319660161950,0.9616288542747500
1,0.9985422740524780,1.0000001192092900
0,0.16103896103896100,0.8251588940620420
1,0.9990234375,0.9999999403953550
1,0.7886904761904760,0.9172170758247380
1,0.22079207920792100,0.8428858518600460
2/3,0.26910933419197900,0.8547917604446410
2/3,0.4063768399432740,0.9002373814582830
1/3,0.2793141592920350,0.8664116859436040
1,0.9624319660161950,0.9696975946426390
1,0.6194444444444450,0.9190235137939450
1,0.9990234375,1.0
1,0.6442577030812330,0.9148264527320860
1,0.6194444444444450,0.9111341834068300
1,0.4226319135410040,0.8890122175216680
1,0.675451709346159,0.9613621234893800
1,0.9624319660161950,0.9707400798797610
1,0.9985422740524780,1.0
1,0.9990234375,1.0
2/3,0.33783783783783800,0.913964569568634
1,0.8466372282608690,0.9293208122253420
2/3,0.3488888888888890,0.9002874493598940
2/3,0.7093444018731380,0.9096946120262150
2/3,0.43010374538421000,0.8830812573432920
1,0.9624319660161950,0.9711428880691530
1,0.9985422740524780,1.0
2/3,0.14134275618374600,0.8358179926872250
1,0.9990234375,1.0
0,0.25316455696202500,0.8819701075553890
1,0.7886904761904760,0.9143369197845460
1/3,0.4691187031907250,0.8952930569648740
0,0.3720498251748250,0.8831911087036130
2/3,0.29974489795918400,0.8848926424980160
1,0.3488372093023260,0.8720715045928960
1,0.6463768115942030,0.940276026725769
1,0.9990234375,1.0
0,0.8819444444444440,0.966951847076416
1,0.6113172541743970,0.8979840278625490
2/3,0.5769024364065690,0.8919444680213930
2/3,0.677710843373494,0.9047174453735350
0,0.23951840150286100,0.8320204615592960
1,0.6898846495119790,0.9193559288978580
1,0.9990234375,1.0
1,0.7937500000000000,0.9009221196174620
0,0.34060251798561200,0.8697714805603030
1,0.7601351351351350,0.8966085314750670
1,0.7744,0.9018720984458920
1,0.5051074383031860,0.9055235385894780
2/3,0.4571863864070650,0.8548974394798280
1,0.6472656250000000,0.8990217447280880
1,0.9985422740524780,0.9999998807907100
1,0.9990234375,0.9999998807907100
2/3,0.3517774802915370,0.9041417241096500
1,0.8101794934841410,0.9102987051010130
1,0.4659831643958630,0.8965027332305910
0,0.3581884890486600,0.8821951746940610
0,0.12237762237762200,0.844645619392395
1,0.5437352245862880,0.9210537075996400
1,0.9990234375,0.9999999403953550
1,0.9990234375,0.9999999403953550
0,0.10471204188481700,0.829006016254425
1,0.7031250000000000,0.9204251766204830
2/3,0.8880733944954130,0.9323247671127320
0,0.12578616352201300,0.8386438488960270
1,0.8379091300602930,0.9497384428977970
1,0.9990234375,0.9999999403953550
1,0.8200597312095570,0.9482426643371580
0,0.3570224719101120,0.8954641222953800
2/3,0.32072477459559800,0.8892722129821780
2/3,0.4265202702702700,0.888637363910675
1,0.9990234375,1.0
0,0.5062642557270830,0.91279137134552
1,0.3028830579850990,0.8623129725456240
0,0.24824218750000000,0.8740214705467220
2/3,0.5276595744680850,0.8935658931732180
1,0.9705258538725960,0.9702920913696290
1,0.9990234375,1.0000001192092900
1,0.9990234375,0.9999999403953550
1/3,0.09523809523809530,0.829609215259552
1,0.2592388306674020,0.8791653513908390
2/3,0.44375573921028500,0.9115229845047000
1,0.9563253012048190,0.9718471169471740
1,0.9990234375,1.0
2/3,0.43899575976810500,0.8569015860557560
0,0.2956989247311830,0.8684108257293700
1/3,0.09900990099009900,0.8395242094993590
